# best iteration: (array([48]),)
114017.117188,447999.343750
18.608358,16.025833
18.372189,15.716436
18.421370,15.645427
17.322094,14.864075
982.035706,1960.055054
13.799004,12.288019
12.818006,11.546782
12.982343,11.875785
11.230696,10.350727
10.623461,9.847086
9.460451,8.818996
20.751278,30.563932
6.047644,5.838519
4.346813,4.405754
105.522354,159.121567
5.453701,4.362629
1.913139,1.556786
1.748050,1.353704
1.702270,1.313128
1.690067,1.301120
1.692943,1.299063
1.673121,1.291623
1.661125,1.286326
1.633304,1.273668
9.993596,5.934332
1.180766,1.187137
19.743826,10.472457
1.109898,1.145718
4.103870,6.188292
1.725544,1.335037
1.101980,1.130469
3.602458,3.262553
1.387687,1.438720
1.086004,1.113678
1.715218,1.317323
59.923252,80.783478
1.110391,1.142916
1.084525,1.109380
1.083724,1.108827
12.095708,11.640757
1.819039,5.407625
1.685320,1.295045
1.089454,1.113311
1.124766,1.108061
1.083638,1.106608
1.083375,1.105948
1.083265,1.106081
1.086389,1.105593
2.893460,2.259903
