# best iteration: (array([49]),)
2930918.000000,678732.437500
19.606907,16.786119
18.008015,15.386992
17.048521,14.494624
15.701990,13.380069
16.080526,13.761082
14.247393,12.338722
13.499080,11.793668
12.690984,11.133518
12.074057,10.643199
13.004310,11.082373
10.514890,9.397359
20.977249,15.851943
8.658855,7.839208
6.368716,5.884913
4.076779,3.935233
2.735984,2.531178
2.373149,1.706320
1.735320,1.359246
1.789746,1.362268
1.693852,1.319735
1.676725,1.305897
1.623553,1.276409
1.884673,1.795072
1.342468,1.229159
1.217345,1.175925
1.179055,1.150478
1.148543,1.130549
1.132148,1.122637
1.120206,1.117604
20.566887,37.241451
1.105583,1.105372
1.101239,1.104804
1.113022,1.115110
1.177250,1.162802
1.113835,1.113418
1.343523,1.557431
1.097503,1.105395
1.625784,9.793455
4.335607,3.326184
76.255463,91.623405
1.086910,1.099685
1.086007,1.099324
1.085036,1.098921
1.084629,1.098096
1.096380,1.181641
1.479169,16.233835
1.085916,1.106612
1.081948,1.097273
1.082537,1.096757
