# best iteration: (array([49]),)
385605.843750,18660.685547
19.311878,16.444712
18.435972,15.671268
17.972675,15.296455
17.166176,14.621768
16.139410,13.814604
14.255404,12.394320
12.578715,11.231523
12.068372,10.825018
11.160621,10.098238
103.512978,169.568909
7.348849,6.870359
10.536730,4.867762
3.348096,3.486556
6.412131,12.299760
2.204403,1.972916
1.837678,1.458345
1.809882,1.459539
3.727564,4.228110
1.740808,1.367462
2.189876,2.082025
1.695024,1.318727
1.787042,1.411437
12.526855,12.876769
2.997287,1.378737
1.673743,1.275603
2.122164,2.050147
11.390004,14.776994
1.648038,1.254727
1.784487,1.480716
1.999561,1.876244
1.549910,1.262632
1.109926,1.097385
20.400896,38.160706
1.101204,1.106214
1.086491,1.088384
1.085054,1.087488
1.154809,1.207452
1.088985,1.097977
1.083661,1.085947
1.084065,1.086151
1.085460,1.087141
1.082841,1.084653
1.110073,1.105663
1.082234,1.083270
23.285873,3.043522
1.216785,1.310617
1.105197,1.089483
1.087731,1.087308
1.081945,1.081312
