# best iteration: (array([47]),)
5136501.000000,2906898.000000
23.482405,19.835407
20.102171,17.193727
19.064747,16.386204
18.680206,16.056942
18.306688,15.747664
17.479969,15.119726
15.627870,13.678184
14.427407,12.727689
13.706438,12.171895
13.086111,11.697003
12.519961,11.240542
11.223438,10.248470
8.172737,7.772518
4.898404,5.283662
4.497670,5.412511
3.578416,3.967195
3.331686,3.694048
2.950838,2.806808
1.779815,1.434908
1.741844,1.408981
1.752970,1.355497
1.741833,1.412103
1.697525,1.310919
2.527679,2.797335
1.647784,1.275763
1.606406,1.258512
1.787641,1.604572
1.595220,1.607385
1.866044,2.112759
1.669774,1.764160
1.374558,1.275205
4.502160,1.255088
11.854267,15.706223
1.138351,1.140677
1.134413,1.139553
1.127282,1.135452
1.122732,1.130850
1.119807,1.128182
1.132292,1.234598
2.171589,1.163620
1.109184,1.112835
1.103141,1.108605
20.955788,31.950659
1.249429,1.823290
1.104330,1.110066
1.115394,1.111699
1.100546,1.105404
66.924324,41.538120
1.541471,2.878469
