# best iteration: (array([49]),)
4432.511230,1023135.750000
18.566103,16.049698
17.893698,15.461044
17.516493,15.208353
17.425827,15.295162
15.874655,14.165421
20.223360,20.333067
349.348602,647.710327
577.456360,172.228638
11.860906,10.604543
9.494256,8.453828
8.667705,199.006439
20.256609,10.416120
1.927198,1.577357
1.715619,1.342066
37.042717,7.584545
1.635538,1.337216
2.763240,2.737440
1.747972,3.569326
1.362326,1.254163
1.463807,1.262458
1.233709,1.278318
1.140463,1.135576
1.128886,1.129325
1.157904,1.141244
1.114089,1.118672
1.106992,1.107147
68.853439,93.598221
1.231295,1.118353
1.091525,1.090748
1.388456,1.383534
1.091437,1.087244
1.109931,1.109890
1.116432,1.176949
1.087233,1.081989
1.473742,1.218975
1.086063,1.082056
1.087931,1.085062
14.185617,6.043931
1.088987,1.086235
1.109518,1.088581
1.084480,1.080517
1.084120,1.079843
1.493730,1.197052
1.115429,1.114136
1.083978,1.079000
1.082684,1.078208
1.093889,1.088803
1.174529,1.247822
1.081498,1.077252
