# best iteration: (array([48]),)
4844854.000000,1611041.750000
26.509460,22.917637
22.736332,19.610153
19.532902,16.876705
18.557209,15.964054
18.293770,15.808594
18.208212,17.291969
16.015230,13.948332
14.749281,12.943948
13.901610,12.359323
12.671056,11.527091
11.658471,10.745314
10.442950,9.753351
19.003691,18.159889
6.079513,7.143666
3.825939,4.146681
3.392102,3.726203
3.177981,3.429679
2.691588,2.803799
1.812663,1.496780
1.711944,1.353945
1.655390,1.356346
1.607264,2.431095
1.909686,1.618355
3.460819,1.600596
1.667332,1.310278
1.712725,1.320702
4.260059,4.224664
1.714439,1.389318
1.512910,1.309920
1.817684,1.426015
1.370810,1.333114
2.677239,3.533132
1.136192,1.184122
1.095436,1.132366
1.734818,7.883224
1.324911,1.255702
4.539353,6.313725
2.070435,1.610656
17.897724,23.847780
1.104114,1.137033
1.235067,1.267921
1.153534,1.227338
1.104771,1.145417
1.101413,1.141344
1.089470,1.131122
83.753632,125.747993
1.087323,1.129836
1.085834,1.128895
1.086052,1.129712
