# best iteration: (array([30]),)
419183.937500,18687.796875
17.882011,15.295192
17.158911,14.660221
17.258545,14.844409
16.309401,14.058008
15.079832,13.091723
13.746237,12.104499
12.313654,11.020268
11.494686,10.353457
10.699779,9.651465
10.307829,10.223234
7.980032,7.240989
4.747648,4.295892
2.539471,2.196435
1.849090,1.503495
1.698265,1.354382
1.654842,1.329739
1.604932,1.308078
2.616760,1.483377
1.275484,1.196245
1.176370,1.141042
1.153566,1.123077
1.118307,1.113863
1.110710,1.117424
1.142838,1.122655
15.994083,2.976370
1.112223,1.128802
2.401564,1.876906
1.093621,1.102565
44.408714,71.459045
1.090433,1.099859
1.090353,1.100657
1.701880,1.909325
1.105392,1.120790
1.107713,1.124543
1.090704,1.104737
1.087432,1.102726
19.937292,10.854949
1.086731,1.102480
1.086158,1.101626
1.086263,1.101580
