# best iteration: (array([45]),)
2370006.750000,464776.125000
21.325167,18.135328
20.005341,17.012188
18.926374,16.162029
17.748743,15.286244
18.134930,15.527413
16.302948,14.213126
14.982699,13.353484
13.597067,12.219722
12.903473,11.684950
12.017367,10.988567
10.440908,9.657711
8.836718,8.379585
79.319588,32.102978
5.535789,5.626947
27.227840,45.938625
3.849604,4.160259
3.624618,3.956811
34.055988,33.677589
3.460568,3.796261
3.356924,3.672674
5.566351,4.782992
3.069367,3.302829
2.881249,3.040645
2.457754,2.419999
2.078542,1.865342
1.866495,1.568693
2.095439,1.950286
1.626384,1.327791
2.743408,4.051194
5.265323,8.059229
2.461093,7.372086
1.314355,1.274984
2.099446,2.093325
1.282436,1.280985
1.270725,1.274138
1.257002,1.263145
1.248217,1.256449
1.489567,1.264241
23.513775,17.440990
1.365029,1.251476
1.253278,1.285353
11.182799,2.770830
32.546379,51.222069
48.661331,41.899509
1.215787,1.236869
1.215623,1.278078
1.221482,1.237091
1.245599,1.288195
23.082127,33.332230
