# best iteration: (array([27]),)
715201.687500,562.154114
19.539188,21.492979
17.821333,19.203320
17.282431,18.638998
17.986145,29.383553
13.672001,14.660557
12.832056,13.748146
12.436174,13.369330
12.138064,13.076418
11.796216,12.752578
11.286116,12.297006
10.437979,11.479283
9.123597,10.040596
138.540146,120.446747
1.803339,1.636001
1.689237,1.505691
1.660769,1.482579
15.258541,23.121672
1.649096,1.476593
1.644374,1.475080
1.669454,1.505224
87.422913,98.871452
1.609790,1.433942
1.302001,1.194005
1.151552,1.100584
1.132044,1.109025
14.949204,7.456367
1.102991,1.052800
