# best iteration: (array([30]),)
90630.289062,422656.687500
17.962103,19.534487
1183.848633,954.773010
1109.979492,892.488098
46.384079,61.560310
625.596313,292.215271
13.230052,14.247516
12.390102,13.363937
11.695250,12.660373
11.082358,12.052264
10.433430,11.407643
11.879005,12.123406
8.028937,8.830837
5.564234,6.107527
3.034765,3.209741
1.982961,1.965847
2.082157,4.225953
1.690899,1.630577
1.674313,1.603565
1.655940,1.585961
1.645770,1.572123
1.641226,1.567829
1.651612,1.759034
1.648491,1.562657
1.735917,1.627424
2.023225,1.695503
1.524534,1.476265
1.419497,1.384439
1.390879,1.444131
1.427699,1.507026
1.136508,1.320826
