#                                                                                
# Lorentzian broadening with gamma= 0.050000  [eV]
# Im(epsilon) shifted by   0.0000   [eV]
# No intraband contributions added
#
# Energy [eV]    eloss_xx      eloss_zz
#
  16.612560  0.408232E+00  0.326817E+00
  16.639770  0.409595E+00  0.328355E+00
  16.666980  0.411529E+00  0.329297E+00
  16.694190  0.413613E+00  0.329796E+00
  16.721400  0.415797E+00  0.330000E+00
  16.748610  0.418315E+00  0.330097E+00
  16.775830  0.421349E+00  0.330558E+00
  16.803040  0.424896E+00  0.332185E+00
  16.830250  0.429090E+00  0.335463E+00
  16.857460  0.434025E+00  0.340196E+00
  16.884670  0.439800E+00  0.346006E+00
  16.911880  0.446125E+00  0.352430E+00
  16.939090  0.453064E+00  0.359269E+00
  16.966300  0.461312E+00  0.366696E+00
  16.993520  0.470419E+00  0.374705E+00
  17.020730  0.479098E+00  0.382979E+00
  17.047940  0.486000E+00  0.391092E+00
  17.075150  0.489305E+00  0.398235E+00
  17.102360  0.487657E+00  0.402591E+00
  17.129570  0.483767E+00  0.403887E+00
  17.156780  0.481642E+00  0.404620E+00
  17.184000  0.481430E+00  0.405712E+00
  17.211210  0.482524E+00  0.407167E+00
  17.238420  0.484692E+00  0.408852E+00
  17.265630  0.487526E+00  0.410717E+00
  17.292840  0.490138E+00  0.413025E+00
  17.320050  0.491453E+00  0.416580E+00
  17.347260  0.490572E+00  0.422239E+00
  17.374480  0.487450E+00  0.429878E+00
  17.401690  0.483657E+00  0.438769E+00
  17.428900  0.481503E+00  0.448024E+00
  17.456110  0.481683E+00  0.456190E+00
  17.483320  0.483510E+00  0.462585E+00
  17.510530  0.486203E+00  0.468033E+00
  17.537740  0.489549E+00  0.472364E+00
  17.564960  0.493597E+00  0.473949E+00
  17.592170  0.498289E+00  0.471745E+00
  17.619380  0.503249E+00  0.466571E+00
  17.646590  0.508201E+00  0.460094E+00
  17.673800  0.513384E+00  0.454056E+00
  17.701010  0.518654E+00  0.449917E+00
  17.728220  0.523541E+00  0.447889E+00
  17.755440  0.527516E+00  0.446882E+00
  17.782650  0.529912E+00  0.447657E+00
  17.809860  0.531492E+00  0.451080E+00
  17.837070  0.534011E+00  0.457781E+00
  17.864280  0.538137E+00  0.467286E+00
  17.891490  0.543511E+00  0.478274E+00
  17.918700  0.549698E+00  0.489470E+00
  17.945920  0.556875E+00  0.500554E+00
  17.973130  0.565039E+00  0.511748E+00
  18.000340  0.573588E+00  0.522986E+00
  18.027550  0.581858E+00  0.533691E+00
  18.054760  0.589284E+00  0.542804E+00
  18.081970  0.595412E+00  0.550369E+00
  18.109180  0.600664E+00  0.560019E+00
  18.136390  0.605333E+00  0.574720E+00
  18.163610  0.607411E+00  0.592418E+00
  18.190820  0.605352E+00  0.610698E+00
  18.218030  0.601337E+00  0.628649E+00
  18.245240  0.597660E+00  0.645564E+00
  18.272450  0.593489E+00  0.661283E+00
  18.299660  0.588339E+00  0.677540E+00
  18.326870  0.582931E+00  0.696176E+00
  18.354090  0.579324E+00  0.717113E+00
  18.381300  0.578512E+00  0.739094E+00
  18.408510  0.579723E+00  0.758784E+00
  18.435720  0.581981E+00  0.772044E+00
  18.462930  0.584215E+00  0.779441E+00
  18.490140  0.586053E+00  0.785472E+00
  18.517350  0.588003E+00  0.792665E+00
  18.544570  0.590583E+00  0.800310E+00
  18.571780  0.593865E+00  0.805138E+00
  18.598990  0.597924E+00  0.806665E+00
  18.626200  0.602763E+00  0.807528E+00
  18.653410  0.608063E+00  0.808810E+00
  18.680620  0.613628E+00  0.810481E+00
  18.707830  0.619665E+00  0.812043E+00
  18.735050  0.626637E+00  0.812025E+00
  18.762260  0.634460E+00  0.807566E+00
  18.789470  0.642546E+00  0.798672E+00
  18.816680  0.651139E+00  0.789137E+00
  18.843890  0.660716E+00  0.782391E+00
  18.871100  0.671199E+00  0.779610E+00
  18.898310  0.682333E+00  0.779030E+00
  18.925530  0.694079E+00  0.779117E+00
  18.952740  0.706149E+00  0.779845E+00
  18.979950  0.717738E+00  0.780721E+00
  19.007160  0.728299E+00  0.780787E+00
  19.034370  0.737642E+00  0.779175E+00
  19.061580  0.745235E+00  0.776042E+00
  19.088790  0.750337E+00  0.771962E+00
  19.116010  0.753128E+00  0.767464E+00
  19.143220  0.754852E+00  0.762837E+00
  19.170430  0.756835E+00  0.757608E+00
  19.197640  0.759331E+00  0.751437E+00
  19.224850  0.762541E+00  0.745221E+00
  19.252060  0.766742E+00  0.739832E+00
  19.279270  0.771668E+00  0.735912E+00
  19.306480  0.777304E+00  0.733732E+00
  19.333700  0.783383E+00  0.733441E+00
  19.360910  0.789426E+00  0.735032E+00
  19.388120  0.795763E+00  0.737712E+00
  19.415330  0.802890E+00  0.740503E+00
  19.442540  0.810582E+00  0.743365E+00
  19.469750  0.818180E+00  0.747122E+00
  19.496960  0.825069E+00  0.751924E+00
  19.524180  0.831479E+00  0.757593E+00
  19.551390  0.838206E+00  0.764358E+00
  19.578600  0.846384E+00  0.772749E+00
  19.605810  0.856684E+00  0.782989E+00
  19.633020  0.868534E+00  0.795169E+00
  19.660230  0.881088E+00  0.809524E+00
  19.687440  0.894252E+00  0.825746E+00
  19.714660  0.908437E+00  0.842831E+00
  19.741870  0.923993E+00  0.860271E+00
  19.769080  0.941058E+00  0.878211E+00
  19.796290  0.959465E+00  0.896997E+00
  19.823500  0.979099E+00  0.916822E+00
  19.850710  0.999913E+00  0.937235E+00
  19.877920  0.102193E+01  0.957196E+00
  19.905140  0.104531E+01  0.976328E+00
  19.932350  0.107016E+01  0.995255E+00
  19.959560  0.109671E+01  0.101455E+01
  19.986770  0.112534E+01  0.103481E+01
  20.013980  0.115594E+01  0.105644E+01
  20.041190  0.118758E+01  0.107859E+01
  20.068400  0.121882E+01  0.109963E+01
  20.095620  0.124773E+01  0.111809E+01
  20.122830  0.127382E+01  0.113272E+01
  20.150040  0.129878E+01  0.114349E+01
  20.177250  0.132338E+01  0.115238E+01
  20.204460  0.134672E+01  0.116175E+01
  20.231670  0.136945E+01  0.117197E+01
  20.258880  0.139393E+01  0.118157E+01
  20.286100  0.142079E+01  0.118825E+01
  20.313310  0.144857E+01  0.119051E+01
  20.340520  0.147553E+01  0.118970E+01
  20.367730  0.150145E+01  0.118865E+01
  20.394940  0.152676E+01  0.119080E+01
  20.422150  0.155264E+01  0.119886E+01
  20.449360  0.157975E+01  0.121197E+01
  20.476570  0.160734E+01  0.122907E+01
  20.503790  0.163364E+01  0.124992E+01
  20.531000  0.165792E+01  0.127478E+01
  20.558210  0.168230E+01  0.130402E+01
  20.585420  0.170947E+01  0.133714E+01
  20.612630  0.173919E+01  0.137120E+01
  20.639840  0.176982E+01  0.140507E+01
  20.667050  0.180122E+01  0.143981E+01
  20.694270  0.183366E+01  0.147468E+01
  20.721480  0.186625E+01  0.150566E+01
  20.748690  0.189809E+01  0.152674E+01
  20.775900  0.192865E+01  0.153874E+01
  20.803110  0.195753E+01  0.154814E+01
  20.830320  0.198418E+01  0.156031E+01
  20.857530  0.200810E+01  0.158037E+01
  20.884750  0.202960E+01  0.160870E+01
  20.911960  0.204932E+01  0.164178E+01
  20.939170  0.206798E+01  0.167695E+01
  20.966380  0.208666E+01  0.171485E+01
  20.993590  0.210674E+01  0.175694E+01
  21.020800  0.212903E+01  0.180428E+01
  21.048010  0.215268E+01  0.185635E+01
  21.075230  0.217649E+01  0.191150E+01
  21.102440  0.220074E+01  0.196902E+01
  21.129650  0.222748E+01  0.202911E+01
  21.156860  0.225730E+01  0.209085E+01
  21.184070  0.228704E+01  0.215043E+01
  21.211280  0.231236E+01  0.220227E+01
  21.238490  0.233103E+01  0.224294E+01
  21.265710  0.234448E+01  0.227615E+01
  21.292920  0.235698E+01  0.230791E+01
  21.320130  0.237518E+01  0.234279E+01
  21.347340  0.240178E+01  0.238112E+01
  21.374550  0.243484E+01  0.241831E+01
  21.401760  0.247266E+01  0.245045E+01
  21.428970  0.251302E+01  0.247572E+01
  21.456190  0.255327E+01  0.249655E+01
  21.483400  0.259202E+01  0.251649E+01
  21.510610  0.263091E+01  0.253708E+01
  21.537820  0.267230E+01  0.255753E+01
  21.565030  0.271483E+01  0.257790E+01
  21.592240  0.275399E+01  0.260544E+01
  21.619450  0.278877E+01  0.264148E+01
  21.646660  0.282378E+01  0.267761E+01
  21.673880  0.286666E+01  0.270866E+01
  21.701090  0.291912E+01  0.273276E+01
  21.728300  0.297520E+01  0.274781E+01
  21.755510  0.303002E+01  0.275342E+01
  21.782720  0.308289E+01  0.274986E+01
  21.809930  0.314090E+01  0.274290E+01
  21.837140  0.321579E+01  0.274269E+01
  21.864360  0.331385E+01  0.275399E+01
  21.891570  0.342981E+01  0.277774E+01
  21.918780  0.354997E+01  0.281257E+01
  21.945990  0.366113E+01  0.285183E+01
  21.973200  0.375429E+01  0.289133E+01
  22.000410  0.382781E+01  0.293458E+01
  22.027620  0.390127E+01  0.299724E+01
  22.054840  0.399337E+01  0.309998E+01
  22.082050  0.409352E+01  0.324056E+01
  22.109260  0.418284E+01  0.341009E+01
  22.136470  0.425085E+01  0.360596E+01
  22.163680  0.430092E+01  0.382131E+01
  22.190890  0.434743E+01  0.404857E+01
  22.218100  0.439483E+01  0.428052E+01
  22.245320  0.444112E+01  0.451640E+01
  22.272530  0.448926E+01  0.476286E+01
  22.299740  0.453913E+01  0.501937E+01
  22.326950  0.458427E+01  0.527549E+01
  22.354160  0.462730E+01  0.552810E+01
  22.381370  0.467604E+01  0.577980E+01
  22.408580  0.473542E+01  0.602256E+01
  22.435800  0.480953E+01  0.623813E+01
  22.463010  0.489862E+01  0.640930E+01
  22.490220  0.499947E+01  0.654578E+01
  22.517430  0.510873E+01  0.667651E+01
  22.544640  0.522400E+01  0.681954E+01
  22.571850  0.533961E+01  0.698743E+01
  22.599060  0.545807E+01  0.718004E+01
  22.626280  0.559334E+01  0.738336E+01
  22.653490  0.575700E+01  0.757405E+01
  22.680700  0.595090E+01  0.773628E+01
  22.707910  0.617606E+01  0.786458E+01
  22.735120  0.642460E+01  0.796405E+01
  22.762330  0.668906E+01  0.805757E+01
  22.789540  0.696422E+01  0.818068E+01
  22.816750  0.724575E+01  0.835636E+01
  22.843970  0.752919E+01  0.858242E+01
  22.871180  0.780304E+01  0.884171E+01
  22.898390  0.804596E+01  0.912131E+01
  22.925600  0.824536E+01  0.941933E+01
  22.952810  0.841395E+01  0.973023E+01
  22.980020  0.857467E+01  0.100513E+02
  23.007230  0.873726E+01  0.103836E+02
  23.034450  0.889982E+01  0.107072E+02
  23.061660  0.907197E+01  0.109974E+02
  23.088870  0.927706E+01  0.112529E+02
  23.116080  0.950382E+01  0.114800E+02
  23.143290  0.969825E+01  0.116784E+02
  23.170500  0.984020E+01  0.118492E+02
  23.197710  0.994471E+01  0.119870E+02
  23.224930  0.100169E+02  0.120589E+02
  23.252140  0.100382E+02  0.120224E+02
  23.279350  0.999275E+01  0.118654E+02
  23.306560  0.988319E+01  0.116017E+02
  23.333770  0.972134E+01  0.112457E+02
  23.360980  0.951545E+01  0.108153E+02
  23.388190  0.928138E+01  0.103368E+02
  23.415410  0.902495E+01  0.984131E+01
  23.442620  0.874582E+01  0.935342E+01
  23.469830  0.845529E+01  0.889163E+01
  23.497040  0.816775E+01  0.845030E+01
  23.524250  0.789996E+01  0.802465E+01
  23.551460  0.765665E+01  0.763324E+01
  23.578670  0.743114E+01  0.727699E+01
  23.605890  0.722118E+01  0.694398E+01
  23.633100  0.702822E+01  0.661424E+01
  23.660310  0.684720E+01  0.627973E+01
  23.687520  0.668139E+01  0.596480E+01
  23.714730  0.655464E+01  0.569781E+01
  23.741940  0.646624E+01  0.546861E+01
  23.769150  0.638714E+01  0.523802E+01
  23.796370  0.631254E+01  0.499489E+01
  23.823580  0.625360E+01  0.475899E+01
  23.850790  0.623060E+01  0.455657E+01
  23.878000  0.625404E+01  0.439933E+01
  23.905210  0.629231E+01  0.426803E+01
  23.932420  0.631435E+01  0.415546E+01
  23.959630  0.632328E+01  0.407642E+01
  23.986840  0.635276E+01  0.403692E+01
  24.014060  0.638412E+01  0.403700E+01
  24.041270  0.633989E+01  0.408165E+01
  24.068480  0.620678E+01  0.419922E+01
  24.095690  0.601373E+01  0.443468E+01
  24.122900  0.579012E+01  0.471573E+01
  24.150110  0.555588E+01  0.492476E+01
  24.177320  0.531014E+01  0.504612E+01
  24.204540  0.504496E+01  0.507217E+01
  24.231750  0.477614E+01  0.501158E+01
  24.258960  0.453097E+01  0.489818E+01
  24.286170  0.432312E+01  0.475690E+01
  24.313380  0.415528E+01  0.460397E+01
  24.340590  0.403056E+01  0.445417E+01
  24.367800  0.393194E+01  0.430954E+01
  24.395020  0.383355E+01  0.415078E+01
  24.422230  0.373021E+01  0.396951E+01
  24.449440  0.362015E+01  0.378795E+01
  24.476650  0.350575E+01  0.363972E+01
  24.503860  0.339470E+01  0.353503E+01
  24.531070  0.328862E+01  0.346388E+01
  24.558280  0.318244E+01  0.340291E+01
  24.585500  0.307029E+01  0.333344E+01
  24.612710  0.295105E+01  0.325350E+01
  24.639920  0.282773E+01  0.317188E+01
  24.667130  0.270508E+01  0.309920E+01
  24.694340  0.258858E+01  0.303626E+01
  24.721550  0.248073E+01  0.296991E+01
  24.748760  0.238057E+01  0.288924E+01
  24.775980  0.228850E+01  0.279995E+01
  24.803190  0.220703E+01  0.270932E+01
  24.830400  0.213482E+01  0.261616E+01
  24.857610  0.206820E+01  0.251702E+01
  24.884820  0.200688E+01  0.241381E+01
  24.912030  0.195330E+01  0.231782E+01
  24.939240  0.190782E+01  0.223951E+01
  24.966460  0.186606E+01  0.217670E+01
  24.993670  0.182301E+01  0.211729E+01
  25.020880  0.178105E+01  0.205775E+01
  25.048090  0.174331E+01  0.200352E+01
  25.075300  0.170667E+01  0.195583E+01
  25.102510  0.166709E+01  0.191617E+01
  25.129720  0.162142E+01  0.189520E+01
  25.156930  0.156619E+01  0.190154E+01
  25.184150  0.150932E+01  0.193124E+01
  25.211360  0.145418E+01  0.195729E+01
  25.238570  0.139694E+01  0.195743E+01
  25.265780  0.133881E+01  0.193538E+01
  25.292990  0.128436E+01  0.190216E+01
  25.320200  0.123597E+01  0.186102E+01
  25.347410  0.119410E+01  0.181254E+01
  25.374630  0.115893E+01  0.176109E+01
  25.401840  0.113196E+01  0.171216E+01
  25.429050  0.111565E+01  0.166863E+01
  25.456260  0.110969E+01  0.163040E+01
  25.483470  0.111200E+01  0.159616E+01
  25.510680  0.112135E+01  0.156681E+01
  25.537890  0.113348E+01  0.154578E+01
  25.565110  0.114063E+01  0.153203E+01
  25.592320  0.113873E+01  0.151414E+01
  25.619530  0.112650E+01  0.148206E+01
  25.646740  0.110273E+01  0.143471E+01
  25.673950  0.106639E+01  0.137683E+01
  25.701160  0.101721E+01  0.131608E+01
  25.728370  0.963446E+00  0.125905E+01
  25.755590  0.914338E+00  0.120658E+01
  25.782800  0.870361E+00  0.115238E+01
  25.810010  0.829430E+00  0.108129E+01
  25.837220  0.792458E+00  0.976958E+00
  25.864430  0.755650E+00  0.866259E+00
  25.891640  0.713283E+00  0.777253E+00
  25.918850  0.666956E+00  0.707118E+00
  25.946070  0.621722E+00  0.648933E+00
  25.973280  0.580468E+00  0.598222E+00
  26.000490  0.545456E+00  0.553155E+00
  26.027700  0.518207E+00  0.514383E+00
  26.054910  0.498188E+00  0.481952E+00
  26.082120  0.482494E+00  0.454473E+00
  26.109330  0.468069E+00  0.429463E+00
  26.136550  0.453530E+00  0.406095E+00
  26.163760  0.437650E+00  0.385792E+00
  26.190970  0.419580E+00  0.370249E+00
  26.218180  0.400918E+00  0.361601E+00
  26.245390  0.385556E+00  0.361519E+00
  26.272600  0.374920E+00  0.366477E+00
  26.299810  0.366920E+00  0.368577E+00
  26.327020  0.358993E+00  0.363592E+00
  26.354240  0.350306E+00  0.353851E+00
  26.381450  0.340382E+00  0.341575E+00
  26.408660  0.327954E+00  0.327217E+00
  26.435870  0.312637E+00  0.312775E+00
  26.463080  0.295402E+00  0.298640E+00
  26.490290  0.276424E+00  0.283038E+00
  26.517500  0.257296E+00  0.265269E+00
  26.544720  0.240446E+00  0.246751E+00
  26.571930  0.226769E+00  0.229808E+00
  26.599140  0.215677E+00  0.215653E+00
  26.626350  0.206676E+00  0.204276E+00
  26.653560  0.199303E+00  0.195168E+00
  26.680770  0.192623E+00  0.187739E+00
  26.707980  0.186124E+00  0.181451E+00
  26.735200  0.179873E+00  0.175862E+00
  26.762410  0.173970E+00  0.170630E+00
  26.789620  0.168395E+00  0.165186E+00
  26.816830  0.162768E+00  0.159469E+00
  26.844040  0.156716E+00  0.154063E+00
  26.871250  0.150374E+00  0.149165E+00
  26.898460  0.144437E+00  0.144632E+00
  26.925680  0.139723E+00  0.140307E+00
  26.952890  0.136517E+00  0.136120E+00
  26.980100  0.134425E+00  0.132120E+00
  27.007310  0.132669E+00  0.128405E+00
  27.034520  0.130646E+00  0.124952E+00
  27.061730  0.128323E+00  0.121717E+00
  27.088940  0.125953E+00  0.118687E+00
  27.116160  0.123805E+00  0.115843E+00
  27.143370  0.122012E+00  0.113159E+00
  27.170580  0.120493E+00  0.110692E+00
  27.197790  0.119206E+00  0.108506E+00
  27.225000  0.118067E+00  0.106562E+00
  27.252210  0.116760E+00  0.104793E+00
  27.279420  0.115094E+00  0.103045E+00
  27.306640  0.113244E+00  0.101222E+00
  27.333850  0.111482E+00  0.993697E-01
  27.361060  0.110062E+00  0.976217E-01
  27.388270  0.109098E+00  0.960623E-01
  27.415480  0.108508E+00  0.947192E-01
  27.442690  0.108026E+00  0.935959E-01
  27.469900  0.107294E+00  0.926832E-01
  27.497110  0.106173E+00  0.919867E-01
  27.524330  0.104801E+00  0.915120E-01
  27.551540  0.103304E+00  0.912006E-01
  27.578750  0.101666E+00  0.909614E-01
  27.605960  0.998552E-01  0.907492E-01
  27.633170  0.979597E-01  0.905725E-01
  27.660380  0.960841E-01  0.904463E-01
  27.687590  0.942673E-01  0.903617E-01
  27.714810  0.925285E-01  0.902847E-01
  27.742020  0.908808E-01  0.901526E-01
  27.769230  0.893111E-01  0.898982E-01
  27.796440  0.877936E-01  0.895428E-01
  27.823650  0.862948E-01  0.891255E-01
  27.850860  0.848001E-01  0.886655E-01
  27.878070  0.833315E-01  0.881793E-01
  27.905290  0.819238E-01  0.876894E-01
  27.932500  0.805809E-01  0.872035E-01
  27.959710  0.792767E-01  0.867114E-01
  27.986920  0.780012E-01  0.862286E-01
  28.014130  0.767839E-01  0.857896E-01
  28.041340  0.756668E-01  0.854029E-01
  28.068550  0.746596E-01  0.850319E-01
  28.095770  0.737291E-01  0.846385E-01
  28.122980  0.728655E-01  0.842275E-01
  28.150190  0.720804E-01  0.838354E-01
  28.177400  0.713926E-01  0.834850E-01
  28.204610  0.708017E-01  0.831465E-01
  28.231820  0.702730E-01  0.827132E-01
  28.259030  0.697768E-01  0.821236E-01
  28.286250  0.692983E-01  0.813994E-01
  28.313460  0.688374E-01  0.805093E-01
  28.340670  0.683784E-01  0.793656E-01
  28.367880  0.678794E-01  0.780571E-01
  28.395090  0.673290E-01  0.769088E-01
  28.422300  0.667310E-01  0.760867E-01
  28.449510  0.660887E-01  0.755820E-01
  28.476730  0.654101E-01  0.753214E-01
  28.503940  0.646900E-01  0.750985E-01
  28.531150  0.639169E-01  0.742190E-01
  28.558360  0.630962E-01  0.715488E-01
  28.585570  0.622429E-01  0.673554E-01
  28.612780  0.614044E-01  0.631163E-01
  28.639990  0.606246E-01  0.594873E-01
  28.667200  0.598764E-01  0.564968E-01
  28.694420  0.590874E-01  0.540462E-01
  28.721630  0.582164E-01  0.520911E-01
  28.748840  0.573232E-01  0.506362E-01
  28.776050  0.564564E-01  0.495899E-01
  28.803260  0.555632E-01  0.487631E-01
  28.830470  0.546764E-01  0.480492E-01
  28.857680  0.538174E-01  0.474063E-01
  28.884900  0.529660E-01  0.467808E-01
  28.912110  0.521819E-01  0.461055E-01
  28.939320  0.515071E-01  0.453519E-01
  28.966530  0.509592E-01  0.445385E-01
  28.993740  0.505886E-01  0.437131E-01
  29.020950  0.505126E-01  0.429360E-01
  29.048160  0.508155E-01  0.422043E-01
  29.075380  0.514210E-01  0.414572E-01
  29.102590  0.521501E-01  0.407246E-01
  29.129800  0.528353E-01  0.400838E-01
  29.157010  0.533356E-01  0.395289E-01
  29.184220  0.536357E-01  0.390169E-01
  29.211430  0.537545E-01  0.385492E-01
  29.238640  0.536213E-01  0.381986E-01
  29.265860  0.532740E-01  0.379760E-01
  29.293070  0.528386E-01  0.377967E-01
  29.320280  0.524012E-01  0.376193E-01
  29.347490  0.519507E-01  0.374353E-01
  29.374700  0.515075E-01  0.372698E-01
  29.401910  0.511351E-01  0.371410E-01
  29.429120  0.508631E-01  0.370389E-01
  29.456340  0.506879E-01  0.369475E-01
  29.483550  0.506045E-01  0.368506E-01
  29.510760  0.505941E-01  0.367744E-01
  29.537970  0.506656E-01  0.367822E-01
  29.565180  0.508271E-01  0.368883E-01
  29.592390  0.510825E-01  0.370208E-01
  29.619600  0.514779E-01  0.371143E-01
  29.646820  0.520660E-01  0.372764E-01
  29.674030  0.528522E-01  0.376497E-01
  29.701240  0.537942E-01  0.382827E-01
  29.728450  0.548757E-01  0.391918E-01
  29.755660  0.560255E-01  0.402634E-01
  29.782870  0.568027E-01  0.411478E-01
  29.810080  0.568552E-01  0.415421E-01
  29.837290  0.564677E-01  0.414662E-01
  29.864510  0.559135E-01  0.411114E-01
  29.891720  0.552237E-01  0.406708E-01
  29.918930  0.542461E-01  0.402308E-01
  29.946140  0.529560E-01  0.398129E-01
  29.973350  0.516472E-01  0.394483E-01
  30.000560  0.505083E-01  0.391407E-01
  30.027770  0.494989E-01  0.388549E-01
  30.054990  0.485975E-01  0.385692E-01
  30.082200  0.478990E-01  0.382811E-01
  30.109410  0.474233E-01  0.380173E-01
  30.136620  0.471302E-01  0.378598E-01
  30.163830  0.469405E-01  0.378044E-01
  30.191040  0.468012E-01  0.377708E-01
  30.218250  0.467066E-01  0.377536E-01
  30.245470  0.465797E-01  0.377983E-01
  30.272680  0.462823E-01  0.379468E-01
  30.299890  0.457546E-01  0.381779E-01
  30.327100  0.450209E-01  0.384042E-01
  30.354310  0.441093E-01  0.385523E-01
  30.381520  0.431237E-01  0.386251E-01
  30.408730  0.422117E-01  0.386652E-01
  30.435950  0.414307E-01  0.387275E-01
  30.463160  0.408095E-01  0.388880E-01
  30.490370  0.403647E-01  0.392342E-01
  30.517580  0.400445E-01  0.398443E-01
  30.544790  0.397884E-01  0.406674E-01
  30.572000  0.395913E-01  0.415303E-01
  30.599210  0.394724E-01  0.423665E-01
  30.626430  0.394458E-01  0.430910E-01
  30.653640  0.394994E-01  0.433612E-01
  30.680850  0.396126E-01  0.428765E-01
  30.708060  0.397977E-01  0.419823E-01
  30.735270  0.400822E-01  0.411170E-01
  30.762480  0.404850E-01  0.403479E-01
  30.789690  0.409690E-01  0.395570E-01
  30.816910  0.414493E-01  0.386368E-01
  30.844120  0.419056E-01  0.375531E-01
  30.871330  0.423339E-01  0.362925E-01
  30.898540  0.426635E-01  0.349555E-01
  30.925750  0.428023E-01  0.337214E-01
  30.952960  0.427208E-01  0.326420E-01
  30.980170  0.424781E-01  0.316922E-01
  31.007380  0.421976E-01  0.308612E-01
  31.034600  0.420023E-01  0.301558E-01
  31.061810  0.419605E-01  0.295730E-01
  31.089020  0.420009E-01  0.290897E-01
  31.116230  0.420091E-01  0.286507E-01
  31.143440  0.419470E-01  0.282096E-01
  31.170650  0.417884E-01  0.277717E-01
  31.197860  0.413730E-01  0.273633E-01
  31.225080  0.404880E-01  0.270030E-01
  31.252290  0.393438E-01  0.267267E-01
  31.279500  0.382518E-01  0.265371E-01
  31.306710  0.372892E-01  0.263881E-01
  31.333920  0.364436E-01  0.262503E-01
  31.361130  0.357185E-01  0.261342E-01
  31.388340  0.350713E-01  0.260437E-01
  31.415560  0.344798E-01  0.259717E-01
  31.442770  0.339415E-01  0.259240E-01
  31.469980  0.334746E-01  0.259606E-01
  31.497190  0.331172E-01  0.261515E-01
  31.524400  0.328865E-01  0.265038E-01
  31.551610  0.327580E-01  0.270068E-01
  31.578820  0.327053E-01  0.276557E-01
  31.606040  0.327097E-01  0.284690E-01
  31.633250  0.327577E-01  0.294857E-01
  31.660460  0.328506E-01  0.307465E-01
  31.687670  0.329956E-01  0.322914E-01
  31.714880  0.332065E-01  0.341414E-01
  31.742090  0.334877E-01  0.362809E-01
  31.769300  0.338148E-01  0.384517E-01
  31.796520  0.341499E-01  0.399981E-01
  31.823730  0.344666E-01  0.405538E-01
  31.850940  0.347645E-01  0.403504E-01
  31.878150  0.350555E-01  0.397971E-01
  31.905360  0.353178E-01  0.392664E-01
  31.932570  0.355035E-01  0.388328E-01
  31.959780  0.355954E-01  0.384295E-01
  31.987000  0.356394E-01  0.379822E-01
  32.014210  0.356765E-01  0.373878E-01
  32.041420  0.357126E-01  0.366107E-01
  32.068630  0.357429E-01  0.357832E-01
  32.095840  0.357935E-01  0.349935E-01
  32.123050  0.359046E-01  0.342556E-01
  32.150260  0.361064E-01  0.336320E-01
  32.177470  0.364417E-01  0.333034E-01
  32.204690  0.369274E-01  0.333837E-01
  32.231900  0.375200E-01  0.337968E-01
  32.259110  0.381341E-01  0.343065E-01
  32.286320  0.387558E-01  0.347191E-01
  32.313530  0.394179E-01  0.350161E-01
  32.340740  0.400877E-01  0.352463E-01
  32.367950  0.406742E-01  0.354255E-01
  32.395170  0.411286E-01  0.355111E-01
  32.422380  0.414754E-01  0.353990E-01
  32.449590  0.418014E-01  0.351013E-01
  32.476800  0.421934E-01  0.347150E-01
  32.504010  0.426879E-01  0.343080E-01
  32.531220  0.432447E-01  0.338975E-01
  32.558430  0.437624E-01  0.335314E-01
  32.585650  0.440729E-01  0.331123E-01
  32.612860  0.441635E-01  0.324387E-01
  32.640070  0.441142E-01  0.315780E-01
  32.667280  0.440576E-01  0.306996E-01
  32.694490  0.441215E-01  0.299475E-01
  32.721700  0.442689E-01  0.294398E-01
  32.748910  0.443464E-01  0.291445E-01
  32.776130  0.442070E-01  0.289484E-01
  32.803340  0.438401E-01  0.288028E-01
  32.830550  0.432777E-01  0.287111E-01
  32.857760  0.426048E-01  0.286646E-01
  32.884970  0.419256E-01  0.286338E-01
  32.912180  0.412577E-01  0.285258E-01
  32.939390  0.405420E-01  0.282184E-01
  32.966610  0.397466E-01  0.277241E-01
  32.993820  0.387853E-01  0.271324E-01
  33.021030  0.375449E-01  0.265140E-01
  33.048240  0.359689E-01  0.258754E-01
  33.075450  0.341364E-01  0.251470E-01
  33.102660  0.322550E-01  0.242868E-01
  33.129870  0.304730E-01  0.233487E-01
  33.157090  0.287727E-01  0.223985E-01
  33.184300  0.271319E-01  0.214644E-01
  33.211510  0.255532E-01  0.205734E-01
  33.238720  0.239846E-01  0.197495E-01
  33.265930  0.223858E-01  0.189902E-01
  33.293140  0.208108E-01  0.182956E-01
  33.320350  0.193087E-01  0.176674E-01
  33.347560  0.179012E-01  0.170813E-01
  33.374780  0.166027E-01  0.165196E-01
  33.401990  0.154164E-01  0.159975E-01
  33.429200  0.143380E-01  0.155136E-01
  33.456410  0.133633E-01  0.150291E-01
  33.483620  0.124970E-01  0.144838E-01
  33.510830  0.117633E-01  0.138450E-01
  33.538040  0.111500E-01  0.131583E-01
  33.565260  0.106269E-01  0.125422E-01
  33.592470  0.101802E-01  0.120418E-01
  33.619680  0.980089E-02  0.116398E-01
  33.646890  0.947462E-02  0.113150E-01
  33.674100  0.919247E-02  0.110457E-01
  33.701310  0.895132E-02  0.108014E-01
  33.728520  0.874180E-02  0.105460E-01
  33.755740  0.855230E-02  0.102610E-01
  33.782950  0.837475E-02  0.998144E-02
