# best iteration: (array([29]),)
94370.820312,242779.515625
18.635685,19.350811
22.519182,27.777981
17.795797,18.552734
16.790800,17.554111
14.411187,15.264871
12.395091,13.360082
12.853026,13.327104
10.373857,11.378086
9.144230,10.085609
7.323784,8.141843
7.393132,30.812914
3.765729,4.121122
2.954585,3.215016
2.652017,2.861711
2.375835,2.542103
2.072232,2.208299
1.679861,1.725791
1.852498,2.107233
1.412058,1.422118
1.333692,1.337434
48.318314,68.710503
54.547276,78.121407
1.176773,1.164187
1.156730,1.139324
1.132012,1.114012
5.085570,2.933071
1.116034,1.096072
1.102278,1.087164
1.098222,1.085208
