# best iteration: (array([26]),)
3345499.500000,922590.937500
18.893890,20.433468
17.571999,18.879728
16.993414,18.185572
16.209045,17.394224
15.178415,16.356949
58.141891,92.653572
13.707384,14.909248
12.664820,13.975722
12.127689,13.505970
11.567594,12.924597
10.700229,12.031515
10.748527,11.207512
8.091993,9.137742
5.892626,6.586559
3.918493,4.271733
3.557754,3.885079
3.471674,3.795567
3.417131,3.741594
3.162148,3.506746
1.714172,1.790115
1.695488,1.761398
1.683308,1.750084
1.691103,1.827087
1.637128,1.707509
1.745686,3.520332
1.589677,1.653937
7.278150,16.548197
4.455455,2.698951
4.248055,3.569268
