# best iteration: (array([29]),)
1416232.250000,113579.593750
19.065458,20.126097
17.828560,18.703899
16.818306,17.663567
16.221218,17.034723
15.610486,16.449888
14.835268,15.732446
14.067356,15.053783
533.057068,349.733795
12.148996,13.376060
12.066021,13.590222
10.985058,12.158171
10.278755,11.757144
8.496438,9.453793
5.578078,6.170027
10.929009,12.938245
3.277055,3.593072
3.555942,3.505208
2.710536,2.953812
1.835816,1.916829
1.660631,1.718068
66.922958,57.428364
1.585979,1.624829
2.523886,1.791915
1.504854,1.543762
1.481376,1.522758
1.289633,1.325961
1.263243,1.274138
1.162475,1.192123
1.140494,1.152486
