# best iteration: (array([29]),)
457544.031250,86783.515625
19.407356,18.092615
17.750189,16.204918
18.493526,16.816860
18.172277,16.523142
16.824415,15.287931
818.737427,1197.714600
25.433960,17.360910
753.023926,123.114769
12.870019,11.268825
12.045010,10.439702
11.196806,9.598033
9.938483,8.362730
8.218165,6.875680
5.247141,4.878562
5.149498,3.665258
1.962509,1.911965
1.816118,1.756933
1.705118,1.649103
1.647957,1.600235
1.620256,1.573581
1.607806,1.563080
1.602918,1.549757
1.512294,1.472942
1.139234,1.124198
1.104427,1.106562
2.816192,2.788237
1.102655,1.228094
1.365763,10.357041
1.085715,1.091802
