# best iteration: (array([29]),)
3837343.250000,716407.250000
20.522787,21.187395
18.801125,19.570663
18.386209,19.157244
17.768415,18.537060
17.473129,18.253695
17.131908,17.955463
16.762096,17.594938
16.275536,17.128187
15.422789,16.312426
13.564746,14.574248
12.604115,13.770019
11.643377,12.844748
19.690466,19.943098
8.585733,9.689005
6.407067,7.232255
4.703598,4.934977
10.407764,4.209164
3.326967,3.668286
3.218411,3.536648
6.590886,9.560291
19.088652,30.219099
2.915826,3.185804
3.811792,5.084308
1.907044,1.997137
1.625618,1.654961
1.589112,1.614094
1.569510,1.594950
1.594195,1.593113
1.515752,1.539172
