# best iteration: (array([28]),)
1111671.000000,117457.250000
19.151421,17.837088
18.505455,17.159292
18.282953,16.933035
17.970011,16.595572
32.213154,21.889627
18.251553,16.896303
18.058128,16.714579
17.888929,16.547075
17.231386,15.902375
13.439482,12.158594
10.953794,9.812653
8.077002,7.248245
4.229393,4.046520
2.160957,2.249280
1.760717,1.858394
1.724137,1.814974
1.692241,1.784172
1.671130,1.765810
1.655355,1.746915
1.653858,1.747732
1.664295,1.740370
17.234346,17.152145
1.895380,2.032364
1.608804,1.681958
2.021879,1.874912
1.579488,1.637138
1.555627,1.609727
1.534683,1.592121
2.312551,1.599686
