# best iteration: (array([29]),)
1172680.625000,116819.921875
18.738876,17.300043
17.758677,16.248316
17.159189,15.692253
16.438051,14.999927
16.034874,14.619176
15.344782,13.989802
13.959960,12.711227
12.453403,11.263453
11.485133,10.288490
9.903347,8.826599
7.264826,6.510466
4.432951,8.817085
1.893765,2.012935
1.695713,1.746354
2.469108,2.811491
1.669134,1.717128
1.788613,1.749728
1.606068,1.646199
1.516698,1.531261
9.551035,7.692737
1.126888,1.162288
1.318043,1.194887
9.142631,6.661957
6.753228,9.527431
3.017519,4.028348
1.092067,1.084276
1.334595,1.238325
1.087571,1.080439
1.083848,1.076772
