# best iteration: (array([29]),)
165797.140625,130380.750000
19.339113,18.292532
18.480015,17.286005
17.477356,16.239132
15.350833,13.896301
13.117959,11.465282
12.725193,11.070489
12.733392,11.098422
11.875717,10.281318
11.138725,9.592645
9.719492,8.325623
8.278714,7.140308
18.374243,28.693829
17.464462,13.626995
2.784008,2.784410
2.338711,2.336347
2.012609,1.802055
1.696693,1.615630
1.676579,1.600812
1.666871,1.593704
1.706289,1.646367
1.648293,1.584075
1.638097,1.576693
1.630652,1.570980
1.622208,1.565206
1.615158,1.561464
1.608092,1.559845
1.601933,1.556957
1.593742,1.551423
1.585262,1.544925
