# best iteration: (array([29]),)
70834.804688,321136.562500
19.498430,20.165329
18.105242,18.890820
18.073433,18.888535
40.877197,35.252167
14.912310,15.753018
13.143026,14.028126
12.116203,13.098901
11.313437,12.356960
10.523837,11.545533
10.102396,11.136384
8.515826,9.460437
6.252348,6.931864
2.159474,2.264064
1.866346,1.871606
1.603354,1.649679
1.589511,1.641959
1.882757,2.050179
1.583245,1.633493
2.318789,2.467494
1.487251,1.522323
1.632135,1.788765
2.372038,3.109804
1.188813,1.228456
2.073950,1.242187
16.198065,15.776700
1.219987,1.285326
1.160421,1.181543
2.281751,1.484847
1.072819,1.110872
