# best iteration: (array([29]),)
104561.937500,300504.375000
18.929976,17.110949
18.464500,16.584745
5006.036621,6663.325195
17.545486,15.771627
17.377604,15.609604
17.068483,15.309291
46.223995,23.440754
78.713455,57.530022
14.814628,13.151980
13.066958,11.501982
12.257406,10.660980
22.344110,15.039523
46.671822,42.817585
6.860900,5.578458
3.131226,2.843444
1.969965,1.842841
57.019600,77.253456
105.273544,67.578613
1.658787,1.600041
1.648935,1.593227
11.295359,3.456652
1.624579,1.566053
36.018700,8.069633
1.551436,1.482792
3.227347,5.611351
7.556406,9.858060
1.438153,1.927396
1.264061,1.266344
1.217425,1.211361
