# best iteration: (array([35]),)
8517384.000000,3511042.250000
24.387733,28.946056
19.677942,23.033047
18.422636,21.719919
17.769476,20.938196
16.872969,19.844988
16.236908,19.207478
15.636815,18.144539
14.012860,16.015331
13.080667,14.796239
12.582934,14.262469
14.297014,14.823239
11.798451,13.324215
11.188080,12.568809
10.892515,12.185670
697.599915,820.708984
9.763884,10.843897
9.384380,10.389327
8.996517,9.943711
8.542094,9.426441
7.670908,8.424459
3.448397,3.227729
3.404579,3.185339
3.394166,3.182499
3.390120,3.182146
5.494167,6.423412
3.406652,3.185052
3.259219,3.059274
3.169074,2.968382
5.200941,4.859118
2.752152,1.693740
1.644372,1.354665
5.335482,4.977969
93.564369,89.727562
1.599676,1.324287
1.586157,1.315138
9.105650,6.840835
27.312967,42.874413
