# best iteration: (array([27]),)
1309091.375000,63730.261719
18.538553,20.050520
18.202002,19.672766
17.944700,19.442608
17.596167,19.051319
16.917925,18.306444
15.084286,16.242298
13.045691,14.044082
11.973271,13.015405
10.947514,11.966972
9.312228,10.273239
7.303734,8.105664
4.009367,4.328496
1.849226,1.819618
1.696516,1.687641
32.674042,13.348875
1.662818,1.651367
1.653966,1.639519
2.135166,1.753065
1.646065,1.633902
1.647928,1.632544
1.657084,1.649899
1.638788,1.620019
1.642058,1.612343
1.689280,1.635517
1.587193,1.574554
1.554144,1.542903
1.230041,1.268849
