# best iteration: (array([30]),)
894487.562500,9611.958008
17.931938,21.201416
16.747269,19.839581
16.099743,18.927784
15.791529,18.576471
15.351301,17.993811
18.581680,26.585045
18.399122,32.916145
12.703328,14.493400
12.160952,13.803948
11.494545,12.948681
10.172392,11.338367
8.549911,9.468286
36.177811,16.959667
4.641472,4.754186
3.562501,3.432441
3.220814,3.028409
2.776500,2.542028
2.116170,1.868798
2.955701,1.603030
1.752002,1.447198
1.636831,1.411670
2.413148,2.652849
1.592613,1.388330
1.536496,1.437712
6.211863,8.834765
4.604183,6.638815
1.113824,1.161675
40.075211,46.414288
1.149643,1.168322
1.101368,1.148307
