# best iteration: (array([33]),)
1308794.875000,11048.579102
18.616243,20.138428
17.057444,18.544170
16.120579,17.493849
16.071352,17.562391
15.520909,16.943312
14.582521,15.785756
13.798817,14.918541
13.142850,14.288802
12.462769,13.609819
11.665010,12.785063
10.204823,11.379252
8.870408,10.064088
7.916171,9.104279
5.252530,6.018562
3.891548,4.496243
3.397206,3.955895
3.129342,3.649440
2.975190,3.473741
2.818966,3.305855
2.374183,2.653719
1.833929,1.870839
27.058601,5.985482
1.582472,1.533452
1.531800,1.477293
1.333958,1.337056
1.223097,1.257443
1.168434,1.214223
1.250430,1.367421
1.122453,1.176304
1.112020,1.169365
1.277145,1.254094
1.102341,1.162203
1.101271,1.161604
