# best iteration: (array([28]),)
5391054.500000,2458093.250000
20.917845,25.281424
19.528555,23.564285
18.151949,21.751532
17.490311,20.951101
17.375465,20.814487
16.653347,19.911634
15.135440,18.147228
14.571417,17.320341
13.845169,16.309500
13.162584,15.389190
12.077057,13.975527
11.059726,12.774471
10.237981,11.740989
8.681885,9.789739
2.226590,2.088356
1.688260,1.462452
95.975136,117.329750
1.643536,1.397857
1.710189,1.527676
1.603179,1.369742
1.800360,1.463810
1.434825,1.284107
10.764719,16.412771
1.188360,1.199882
1.142275,1.153163
3.196141,11.520672
8.998543,8.310626
1.104362,1.138157
