# best iteration: (array([31]),)
381785.562500,152238.140625
17.691196,21.287111
129.252258,172.450851
16.843336,20.178774
16.736174,20.050615
22.123194,27.053352
15.382382,18.304831
12.586378,14.313986
38.323818,17.166838
9.826498,11.017807
7.904828,8.744785
5.670293,6.164889
3.865776,3.949832
3.060085,3.005683
2.195894,2.016655
1.921715,1.673897
1.727276,1.444441
1.669388,1.407898
1.590855,1.367291
1.468448,1.324190
37.226810,56.130138
1.894063,8.713662
1.135444,1.122027
2.633947,1.882455
1.113158,1.102596
1.110907,1.098300
1.156759,1.137992
1.106790,1.091294
1.111095,1.097587
2.324493,12.972695
52.372406,75.522461
1.100989,1.081679
1.100820,1.081802
