# best iteration: (array([36]),)
831511.812500,22786.236328
20.865400,25.189323
18.137888,21.252968
17.560177,20.522467
17.362970,20.399048
17.238966,20.358427
16.428703,19.412174
15.305500,18.019583
14.935152,18.194147
12.823370,14.724533
11.698724,13.329460
11.502928,12.590547
9.775972,10.809589
7.122347,7.904094
17.079918,4.181190
1.823486,1.590098
10.077430,2.624624
1.704195,1.467236
1.760411,1.510713
34.265316,27.793125
1.702646,1.470340
1.746657,1.525239
1.665257,1.441767
1.666963,1.444484
1.651461,1.433913
2.213363,1.526912
1.677129,1.483297
1.608854,1.412866
1.487225,1.362094
1.569581,2.324820
1.195537,1.192043
1.124531,1.148195
2.466988,3.185826
1.110715,1.141881
1.106041,1.139594
1.121145,1.168419
1.104623,1.139573
1.114713,1.147799
