# best iteration: (array([25]),)
1028172.125000,44654.746094
19.680082,21.193436
17.717451,19.098898
16.846144,18.190331
15.694928,16.941650
14.670011,15.746469
13.664194,14.633025
13.147009,14.096972
12.723699,13.672302
12.343307,13.057303
38.521210,17.983299
10.140191,11.240442
8.332238,9.258805
6.244604,6.996318
3.830627,4.304448
3.335820,3.799073
3.230290,3.693681
3.199455,3.653647
2.344628,2.534687
1.622333,1.556153
77.516861,89.614334
1.720689,1.437830
1.318598,1.302169
1.157651,1.150589
1.130681,1.115665
1.110274,1.095712
