# best iteration: (array([29]),)
3606160.250000,509625.968750
21.179632,19.913061
18.515701,16.870665
18.016075,16.366297
18.589529,16.987448
18.740789,17.131807
18.679060,17.015242
18.419271,16.732162
18.422937,16.836414
17.106321,15.424210
13.868172,12.419511
25.832714,33.415279
12.290125,10.927957
11.499581,10.174095
11.827989,9.861185
9.078267,7.829646
5.593081,4.896860
3.888728,2.348563
13.251328,20.063040
1.667928,1.652072
1.606125,1.594085
49.492306,13.936901
2.687045,2.294062
1.452741,1.448197
1.239441,1.226156
1.148494,1.126445
2.414134,4.616180
1.243282,1.290924
5.612477,5.559824
1.093677,1.069876
