# best iteration: (array([29]),)
26280.683594,447118.031250
17.513741,18.382330
16.549061,17.457821
17.228937,18.033697
133.493774,33.960461
15.185182,16.122330
13.461524,14.378130
12.188914,13.152202
11.505797,13.128244
9.954913,11.123679
9.277959,10.423984
8.427539,9.532389
6.384397,7.259192
9.909628,6.316669
1.773692,1.884163
1.634942,1.701675
2.010575,2.370703
1.574582,1.635266
1.537208,1.599948
1.405716,1.459974
1.226804,1.283013
1.156405,1.208250
1.451941,3.602315
1.805628,1.192144
1.091687,1.135871
1.574011,1.944190
1.170762,1.231451
1.128422,1.168597
1.143655,1.146205
1.090486,1.133112
