# best iteration: (array([26]),)
138355.609375,326934.156250
17.517134,18.265251
16.702135,17.485235
17.096838,18.039074
4549.979492,5432.491211
16.633718,17.555954
16.809738,25.076237
13.437448,14.464434
25.513594,108.073242
13.452523,16.625380
11.718801,12.853746
10.651324,11.718933
22.775053,15.210830
11.464115,10.265560
7.160057,7.612251
4.623909,5.378883
7.525342,4.865797
4.775724,4.650504
4.558352,3.886659
2.129438,2.311358
61.056107,17.833807
1.686829,1.744131
1.666218,1.713582
5.536120,2.202951
1.685259,1.813838
2.449311,2.802532
1.631256,1.678990
36.507290,27.003204
1.855183,2.036277
4.346623,4.115929
