# best iteration: (array([27]),)
2056676.625000,253892.265625
19.597927,20.193663
18.223152,18.833944
17.789320,18.448643
17.463028,18.214811
17.286819,17.969826
16.635420,17.318016
15.939613,16.666920
15.105178,15.873310
13.721993,14.533264
12.609273,13.578331
11.739993,12.803676
10.652723,11.758442
9.465982,10.475288
8.741867,9.674344
7.929938,8.640377
6.537848,7.153577
7.247223,9.819399
3.328017,3.563375
2.993136,3.179060
2.516559,2.684346
2.244127,2.302036
3.503194,2.535112
1.643918,1.668936
1.938686,2.125584
1.609092,1.631338
1.614485,1.711850
1.566959,1.614532
2.818159,2.667832
1.712595,1.734139
