# best iteration: (array([29]),)
737570.250000,15926.281250
18.386263,17.378212
18.027224,16.817678
17.822523,16.600794
1510.171753,506.239166
16.884295,15.465938
15.591316,14.092723
12.968464,11.399924
12.818369,10.003205
9.606520,8.132953
7.416934,6.305458
5.203629,4.387312
23.788919,5.376439
2.023295,1.852516
1.701171,1.621506
1.595024,1.535690
1.539363,1.466103
1.935626,2.505028
1.181740,1.118224
13.772510,3.251799
1.117913,1.065360
1.111722,1.060907
6.016975,21.477015
1.100356,1.054335
1.100789,1.055231
1.116466,1.077235
1.095401,1.048595
1.108982,1.050699
1.242709,1.253586
1.094082,1.041615
