# best iteration: (array([28]),)
1740705.750000,242197.828125
18.759556,19.434916
18.181391,18.801342
17.785702,18.420017
17.949530,18.688694
17.691788,18.416903
17.410872,18.120880
17.193350,17.887608
16.965729,17.659378
18.857244,19.000738
28.215673,15.437355
11.555245,12.564155
9.836153,10.847348
6.713225,7.411668
2.535656,2.631106
1.826720,1.812769
1.709407,1.747022
1.630454,1.653937
2.306463,2.137783
1.557883,1.599615
1.272664,1.290326
1.137695,1.134726
1.123866,1.112511
1.127764,1.108398
1.090540,1.084254
1.095580,1.080875
1.110757,1.115091
78.370079,115.115356
1.082348,1.075494
1.118749,1.126581
