# best iteration: (array([27]),)
884.695923,825614.562500
18.578976,17.734529
18.398516,17.473824
18.541958,17.550762
18.594282,17.466436
17.846069,16.513323
17.267654,15.873087
16.517019,15.105524
16.076309,14.876508
16.728411,14.860226
12.588833,11.053075
15.034881,15.716917
10.269713,8.879723
6.830533,6.036554
3.273192,3.107456
1.864426,1.783057
1.703410,1.631940
10.094495,1.778649
1.544177,1.502778
1.427602,1.406143
1.249457,1.248951
1.151931,1.167663
1.133177,1.140955
2.540093,1.774546
1.097918,1.117195
4.769981,2.019232
1.084502,1.102867
1.083233,1.101111
13.441632,19.167818
7.802056,10.247638
