# best iteration: (array([29]),)
2762210.250000,736528.625000
19.756784,20.805008
18.490425,19.189621
18.020830,18.679766
17.728502,18.396317
17.650352,18.325695
17.468239,18.145258
17.002361,17.654270
304.071442,533.508484
14.030038,14.702157
12.132503,12.975537
11.674444,12.618121
10.680107,11.630449
9.264611,10.145133
7.909389,8.720481
5.957532,6.522639
3.236738,3.404644
14.758744,4.092024
1.650784,1.649713
26.650763,33.349960
8.472960,20.814669
1.671380,1.611889
1.575284,1.575289
1.485761,1.507121
1.945227,2.016263
1.169262,1.159966
7.313838,11.764484
1.115372,1.086139
1.122729,1.100153
1.105144,1.082147
