# best iteration: (array([28]),)
592106.937500,24730.042969
18.680473,17.757139
16.579002,15.412671
32.859497,40.639416
15.585958,14.331793
19.871027,21.008873
13.783892,12.368583
12.545462,11.150836
11.521134,10.178905
70.997536,63.248802
9.112970,8.099010
7.357883,6.671545
5.782715,4.977116
2.723413,2.741474
2.065480,2.102461
1.954232,1.969444
1.733917,1.740804
1.673896,1.698870
1.923548,1.750037
1.655305,1.681390
2.388552,2.760868
1.661049,1.688869
1.652269,1.685091
1.650164,1.682256
1.652219,1.683402
1.702754,1.742089
1.697398,1.760529
2.694667,2.883028
1.628863,1.672599
1.642134,1.699304
