# best iteration: (array([29]),)
155233.046875,163077.265625
18.783894,17.499334
18.021782,16.772102
15.520948,14.240725
13.884179,12.635707
13.256826,12.075959
12.402648,11.172151
11.737262,10.491387
10.567517,9.349534
9.492705,8.337030
8.299107,7.248725
6.855586,6.022983
4.009216,3.664304
1.911904,1.910764
1.749927,2.003409
1.604729,1.668794
1.587539,1.654159
1.900744,4.487014
17.100594,26.258823
1.568158,1.637351
1.555771,1.629491
37.036957,25.348232
1.507030,1.582073
1.409259,1.477944
1.320007,1.358130
7.221490,6.895300
1.254402,1.377376
1.668027,1.545103
2.757303,3.989508
1.105568,1.167253
