# best iteration: (array([28]),)
15951.518555,524603.250000
19.083790,19.613895
17.371092,17.889015
760.456604,1332.484009
14.506345,15.177294
15.232044,17.027834
258.459015,842.323914
12.058862,12.991785
11.276233,12.228879
10.545869,11.518248
9.903354,10.870383
9.205344,10.173121
8.679454,9.852142
7.751196,8.645952
7.611611,8.541101
57.994953,45.810204
3.968773,4.200230
1.903670,1.976785
1.674983,1.710569
7.037101,3.370404
1.513147,1.538894
1.535427,1.485661
2.793867,3.340333
1.324557,2.813437
40.958359,31.995136
1.322225,4.189913
17.496387,12.002628
22.675869,6.917894
1.570841,1.160879
6.705717,13.037695
