# best iteration: (array([27]),)
2285016.000000,462267.437500
19.457432,18.038418
19.041307,17.600941
18.498732,17.128637
18.127480,16.827467
17.578653,16.199789
16.888691,15.401190
15.208159,13.550406
13.181763,11.445261
12.253162,10.562339
11.380835,9.749458
9.804914,8.331334
7.608090,6.661268
7.046560,7.803823
2.334079,2.130404
1.757575,1.723202
1.674081,1.691871
1.641190,1.683725
1.831312,1.667901
1.510552,1.565017
1.287571,1.341672
1.170912,1.206194
1.129833,1.164780
1.126798,1.142545
1.096329,1.132370
94.581978,62.785480
16.638945,1.915676
1.088778,1.123083
1.087543,1.124639
1.090715,1.133690
