# best iteration: (array([42]),)
529521.000000,6012.707520
17.053865,16.951902
16.449196,16.361095
15.856012,15.821955
14.199925,14.396431
13.275037,12.971155
11.954525,13.966523
10.732878,11.051625
9.981732,10.353888
9.243065,9.627577
82.595596,13.978941
7.850057,8.155478
19.291782,29.738539
4.311412,4.706639
2.518841,2.635998
1.909066,2.052850
1.767923,1.924213
1.723655,1.879893
1.673017,1.817521
1.575727,1.717361
1.458745,1.584979
13.153053,2.143792
1.307263,1.418476
1.270525,1.378348
1.248958,1.357920
1.231286,1.338697
4.921231,2.070714
6.880879,7.195329
1.206210,1.437682
1.164613,1.252005
1.155165,1.234480
1.150451,1.229667
1.145369,1.225279
1.141688,1.222039
1.139366,1.220914
1.142513,1.227628
1.468763,1.523641
1.131950,1.215402
1.131302,1.214435
1.178874,1.373930
23.472496,41.824650
1.121325,1.202331
1.120734,1.201752
1.157797,1.226515
