# best iteration: (array([26]),)
3941120.750000,1948414.875000
26.616898,27.490191
23.667566,23.684731
20.828873,20.240551
18.260338,17.388630
17.532057,16.708527
16.231480,15.370525
348.655518,447.608337
13.359922,12.073478
12.514997,11.141471
11.047128,9.761171
8.616872,7.744349
4.940214,4.739412
2.167506,1.870374
40.825241,54.485817
2.253004,7.164934
1.862051,1.762798
2.926425,3.381117
3.706265,3.392382
1.419944,1.307741
1.451481,1.321534
1.599237,1.365273
1.585846,1.351771
1.730245,1.520158
1.464120,1.356817
1.243430,1.220094
1.183023,1.168097
34.878933,30.913280
1.207179,1.335805
1.187329,1.199428
