# best iteration: (array([24]),)
3436573.750000,1171675.625000
20.742203,20.164003
18.508249,17.519472
17.616680,16.433661
16.691761,15.352930
15.152920,13.798536
16.604792,14.180957
29.451633,25.041466
12.789965,11.503166
12.792678,11.597791
258.937134,156.858597
249.823425,287.719147
9.302157,7.743773
4.072620,3.974167
3.106045,3.004998
1.775479,1.471264
1.673549,1.419975
1.643473,1.395589
2.587260,2.370580
1.726759,1.438975
1.971325,1.882951
1.397705,1.348375
10.755523,13.023911
1.141283,1.142060
1.121488,1.127768
