# best iteration: (array([29]),)
1849645.000000,411759.843750
18.098040,17.981649
16.997059,16.786585
15.623000,15.460100
13.667985,13.771927
13.950500,13.673134
12.546794,12.768273
11.593761,11.934441
11.011384,11.409701
10.595035,11.005545
10.025568,10.443068
9.193527,9.596831
6.712420,6.998024
180.976715,146.307449
2.368233,2.440454
2.561773,2.346496
1.762677,1.865537
1.724485,1.828207
2.362779,2.894435
1.509966,1.584927
7.174689,5.795622
1.825827,1.935544
6.655623,5.366425
1.226040,1.294173
1.404239,2.035648
1.154584,1.215169
3.544373,3.962753
1.135266,1.198947
19.025639,4.717691
1.122516,1.180911
