# best iteration: (array([44]),)
640172.375000,7725.235840
20.786993,20.098541
19.773426,18.991983
18.555353,17.907246
18.202984,17.538109
90.997528,609.623108
17.729452,17.039412
17.421408,16.728056
16.585070,15.854074
13.392058,12.163792
11.796530,10.624350
10.499971,9.435642
9.262879,8.325300
16.528444,11.752370
4.933014,4.801270
41.082539,14.942727
3.330853,3.323701
2.297747,1.947744
1.646557,1.447086
241.271835,91.201790
1.764839,1.428924
1.505360,1.362910
1.564505,1.541465
1.455579,1.418672
1.353268,1.273780
1.319227,1.249342
1.297348,1.234677
1.369946,1.282792
1.271086,1.218982
9.817220,78.657722
1.272436,1.245524
1.240745,1.206939
5.029444,6.058408
1.245497,1.216928
1.223356,1.198651
4.103174,45.923855
1.213911,1.190131
4.638034,7.331139
1.210928,1.197140
1.198893,1.182088
1.191144,1.174450
12.404137,21.613695
1.455554,3.069608
1.192406,1.177963
1.180396,1.164225
4.375527,6.688010
1.240062,1.274873
1.183232,1.170472
62.705208,108.280113
1.295841,1.374458
