# best iteration: (array([25]),)
642449.187500,13079.903320
19.032240,19.194981
17.525894,17.843052
16.935804,17.263561
16.798523,17.122551
16.539621,16.854647
16.433109,16.596876
14.423785,14.814505
12.843358,13.378777
10.844204,11.435189
9.236340,9.648746
5.890515,6.125087
2.058529,2.169233
1.813292,1.914189
1.855825,1.932958
1.773947,1.960602
31.148100,50.954487
1.926525,2.148696
1.720388,1.854336
2.959224,3.563914
4.004010,7.101996
21.006174,21.496166
1.363153,5.281865
1.146580,1.142713
1.225020,1.255683
1.130438,1.125224
1.133741,1.128028
