# best iteration: (array([22]),)
2107655.250000,580989.375000
18.318308,18.137877
17.461052,17.365437
16.985752,16.947651
16.594749,16.572672
16.111963,16.096209
14.487431,14.591141
12.670102,13.153281
43.965824,13.640783
10.441928,10.803697
8.595615,8.962053
5.888679,6.104195
4.073308,4.188329
8.893451,3.369627
1.767283,1.774624
1.712784,1.723308
1.836722,1.934765
2.433129,2.908914
5.665037,7.705552
7.574058,11.051909
1.228445,1.247347
1.719691,2.534977
1.181942,1.203433
2.899143,1.904889
3.001590,3.197094
1.594464,1.605292
6.984506,6.189533
23.395128,6.273023
1.713957,1.628456
3.108822,10.856470
1.543476,1.553991
56.827366,77.574623
19.220404,29.860554
