# best iteration: (array([26]),)
136020.843750,199475.656250
19.115789,18.711496
20.890223,19.169821
18.197638,17.872623
17.677090,17.328114
17.773499,17.431793
17.327242,17.047827
17.094437,16.795284
16.705568,16.339640
16.050665,15.556906
12.426473,11.555536
163.944397,207.883057
5.839245,5.634324
3.534919,3.689713
3.219423,3.362581
1.758458,1.594982
1.720756,1.553676
1.706209,1.530765
1.691065,1.517999
1.681949,1.510127
1.672415,1.501418
1.664387,1.491166
1.653498,1.482214
1.955246,1.791110
1.684173,1.532439
4.018795,5.576088
1.632834,1.475405
