# best iteration: (array([24]),)
1342954.125000,67963.921875
18.595377,17.915751
18.270901,17.625502
18.054661,17.364815
18.107756,17.435007
18.277864,17.606926
17.928604,17.233835
17.818821,17.123001
16.076654,15.316753
12.666058,11.554111
11.838241,10.934028
11.097146,10.246056
9.780910,9.062867
6.721344,6.666376
4.869304,4.987157
99.861275,37.321091
3.806516,3.914211
3.441731,3.559283
3.251922,3.381316
2.942819,3.050779
1.902862,1.742738
7.595492,2.798759
1.560372,1.398334
1.470967,1.358592
1.279195,1.284506
1.707519,1.499059
