# best iteration: (array([12]),)
791.950989,379.585602
8.553991,7.659876
3.422900,3.565463
3.143328,3.293437
3.185410,2.598312
1.676377,1.695211
1.483982,1.483458
1.436692,1.426595
1.399765,1.376856
1.357138,1.321620
1.307920,1.263777
1.268635,1.225649
1.248218,1.213311
1.242325,1.214565
1.234190,1.222054
1.228897,1.223008
1.223184,1.223083
1.215719,1.223877
1.208071,1.228454
1.202016,1.233617
1.196916,1.238308
1.192520,1.240867
1.188406,1.243126
1.185124,1.245874
1.282854,1.293262
1.180920,1.250482
1.179568,1.251962
1.180894,1.251262
1.177349,1.253701
1.176312,1.253936
1.175243,1.253803
1.227479,1.339451
