# best iteration: (array([23]),)
293.338501,117.868355
3.773856,3.557995
3.390746,3.264564
3.044035,2.930620
1.650571,1.546849
1.360233,1.303820
1.337879,1.277080
1.315407,1.254527
1.303737,1.238628
1.294090,1.225047
1.285390,1.213131
1.277418,1.202467
1.270272,1.192911
1.263473,1.183524
1.530137,1.719369
1.244364,1.156681
1.237021,1.145181
1.230199,1.134284
1.224458,1.124530
1.506617,1.306459
1.216288,1.107350
1.234004,1.128404
1.259053,1.180183
1.205307,1.103602
1.201496,1.106497
1.223189,1.118789
1.193634,1.111778
1.188230,1.117357
1.182046,1.123994
1.178484,1.144395
1.564453,1.479063
1.657429,1.882174
1.161813,1.147651
1.159098,1.148927
1.157187,1.155020
1.155270,1.146988
1.187051,1.160920
1.152579,1.150255
1.152162,1.149904
