# best iteration: (array([38]),)
78874.820312,214997.484375
14.182146,14.663703
14.042310,14.454976
14.810708,15.050485
13.579867,13.987563
13.655033,14.132124
13.156544,13.542355
12.981153,13.349358
13.542994,13.567202
10.005883,10.128013
9.478382,9.598579
8.786169,8.854936
7.481732,7.550803
5.821193,5.879845
4.224720,4.239262
11.290112,16.650805
3.224505,4.575126
1.821299,1.638692
1.750454,1.584430
1.742024,1.577295
4.988885,7.377781
1.722878,1.559835
1.723875,1.561112
1.711895,1.551892
2.109434,1.661839
2.551497,13.699248
1.699182,1.542282
1.694845,1.538479
4.915959,7.067338
11.728583,3.738329
132.801025,110.953468
3.824342,2.024246
2.153989,1.728915
27.513639,44.713272
1.666030,1.513275
1.665841,1.514386
16.462906,7.812791
2.107651,2.586433
1.621652,1.482444
1.705487,1.598441
