# best iteration: (array([39]),)
99928.539062,9701.974609
28.840912,29.696108
28.655579,29.507265
28.480587,29.280830
27.933893,28.550850
26.137516,26.244589
22.918974,22.472633
21.708305,21.274908
21.077335,20.762930
20.136839,20.041758
18.207882,18.658852
15.642015,17.241121
12.628377,14.348425
9.410612,10.199863
6.188493,8.182522
5.448329,7.226505
4.487005,5.917759
3.116318,3.956457
2.906789,3.657382
7.118343,9.447717
2.794190,3.547101
2.682737,3.437345
2.528807,3.304896
2.487622,3.263737
2.462237,3.232485
4.520733,4.158219
2.442666,3.199264
2.422529,3.179022
2.417431,3.170830
2.626787,3.571455
2.399680,3.148231
2.391018,3.138161
2.456242,3.154921
2.380297,3.122638
2.873390,3.611845
2.368018,3.105477
2.356852,3.095297
2.353046,3.086489
2.339670,3.074376
2.330534,3.062417
