# best iteration: (array([39]),)
92.985939,87.750839
12.710919,15.766660
9.543491,10.809449
7.518778,8.774300
4.943019,5.716731
6.379167,8.127533
5.597416,7.293507
5.142782,6.618155
4.527667,5.823333
3.937439,5.048215
3.853723,4.907663
3.759664,4.743083
3.550037,4.457848
3.417449,4.252192
3.293401,4.076073
3.239476,3.967151
3.196987,3.898984
3.138938,3.813573
3.000027,3.619834
3.245111,3.768745
1.939651,2.479895
1.537314,1.970339
1.452244,1.913226
1.419966,1.868443
1.406506,1.855406
1.397709,1.842831
1.394159,1.830305
1.381909,1.820790
1.375590,1.807084
1.415289,1.799225
1.371355,1.804730
1.354201,1.760828
1.346386,1.745987
1.337491,1.722006
1.331384,1.709504
1.327145,1.700205
1.323570,1.693302
1.320107,1.686951
1.316582,1.680637
1.313295,1.679264
