# best iteration: (array([39]),)
31151.652344,4687.523926
28.255716,29.227213
26.460606,26.749083
24.242458,23.927942
22.404453,21.879665
21.637669,21.120684
21.188915,20.684010
20.517273,20.023369
19.257042,18.825262
16.777149,16.652189
14.863431,15.127565
13.944567,14.348432
12.911436,13.384036
11.343317,12.145214
7.300275,7.631115
3.943455,4.446282
3.122717,3.741628
3.136220,3.636819
2.908766,3.512800
2.903668,3.491781
2.875824,3.489755
3.135638,5.025656
2.838427,3.441957
2.814395,3.416488
2.770074,3.368210
2.708411,3.302823
2.614453,3.201086
2.547672,3.189872
2.492258,3.068207
2.355083,2.948224
7.132821,7.897831
2.453357,2.896111
2.263508,2.819321
2.220245,2.766649
8.235797,6.126138
2.064802,2.551778
3.436338,3.321140
1.244479,1.338310
1.177692,1.237426
1.160886,1.209108
