# best iteration: (array([59]),)
523059.687500,165295.359375
29.516489,26.788904
29.345888,26.592255
29.118622,26.338728
28.530296,25.677538
26.463367,23.420366
22.879578,19.736916
22.480562,19.348743
28.762611,30.608192
21.952227,18.870485
21.655455,18.590744
21.042774,18.164080
19.604546,16.853281
16.577635,14.159887
14.231792,12.087811
12.442636,10.528142
11.744123,9.831104
11.372022,9.506146
17.556473,11.384111
10.875063,21.191828
8.426547,7.304541
3.980974,4.732338
4.333078,4.544626
3.321850,3.413804
3.494163,3.569682
3.183628,3.307477
3.124457,3.264514
3.121977,3.661542
2.788934,2.976840
2.679878,2.839514
2.627009,2.771405
2.605236,2.744605
2.589369,2.725453
2.574040,2.708594
2.531688,2.665365
3.898886,2.738754
2.443884,2.565174
2.334726,2.445095
2.032056,2.180797
1.185953,1.243751
1.173456,1.224257
2.988287,1.895795
1.162303,1.211644
2.405059,1.669340
1.156826,1.203426
1.154360,1.200139
1.152695,1.197317
1.153469,1.256790
1.148457,1.192067
1.146525,1.190262
1.182684,3.647458
1.143421,1.187559
1.180967,1.186407
1.140270,1.185083
1.158167,1.291143
1.138024,1.182590
4.742003,7.958959
1.135143,1.180201
1.134638,1.186710
1.132404,1.177452
