# best iteration: (array([20]),)
264.281281,137.985306
3.575322,4.206982
3.545543,4.261855
3.141183,3.703073
4.047396,4.583042
2.863168,3.416101
2.480420,3.161090
2.624560,3.194350
1.542716,1.853025
1.456429,1.705643
1.382959,1.630565
1.508597,1.662105
1.354962,1.589717
1.392664,1.563237
1.611626,1.744651
1.325243,1.500149
1.314730,1.524987
1.447862,1.778176
1.322025,1.523110
1.282058,1.457259
1.291935,1.456814
1.279063,1.545043
1.291521,1.511996
1.275281,1.509102
1.331094,1.517999
1.264543,1.492582
1.272030,1.477912
1.276782,1.474804
1.269156,1.487547
1.285237,1.513688
1.277289,1.474161
1.286835,1.483657
1.281100,1.529744
1.265586,1.464705
