# best iteration: (array([49]),)
608052.937500,163377.093750
31.198723,28.593203
29.571432,26.497011
29.229668,26.131462
28.640434,25.479593
27.625475,24.357954
26.036169,22.633553
25.536371,20.770332
22.309828,19.042480
21.468302,18.331078
19.680897,16.798100
16.397085,13.952295
14.561094,12.328521
13.280100,11.149335
12.236969,10.202396
11.349446,9.439245
8.587230,7.243040
3.172810,3.258822
3.128187,3.227208
3.100085,3.196747
3.069375,3.162283
3.047009,3.182100
2.943988,3.038958
2.815887,2.905869
2.394189,2.446743
1.564521,1.558990
1.458051,1.426833
1.404799,1.365485
1.362796,1.316202
1.240341,1.203472
1.258038,1.172811
1.189030,1.156023
1.387625,1.522699
1.175593,1.144907
1.171914,1.143811
1.175874,1.138424
1.514969,1.687321
1.160659,1.132949
1.846081,3.488721
1.153511,1.127681
1.442797,1.352277
1.149979,1.136298
1.144943,1.119506
6.604985,12.240542
1.144555,1.116899
1.141330,1.116973
1.144408,1.119765
1.484308,2.546885
1.138263,1.116205
1.138963,1.115822
1.139396,1.127728
1.137381,1.117262
1.137712,1.119419
1.368139,1.316643
1.135858,1.117411
1.191029,1.125105
1.145462,1.154655
1.135790,1.118846
