# best iteration: (array([38]),)
460932.906250,166577.578125
29.115650,30.098154
28.606621,29.435244
28.365120,29.100676
27.839884,28.404634
26.164864,26.249481
23.344286,22.982758
21.966448,21.650583
21.834320,32.137691
21.484514,21.256643
21.219580,21.050264
20.934227,20.759121
21.013809,20.598692
19.721647,19.673090
17.664347,17.880104
14.698391,15.919020
16.964956,18.728483
11.828102,13.485560
9.587388,10.951589
5.164304,3.951547
8.357514,6.237605
2.954159,3.631208
2.916322,3.739746
2.893464,3.576288
2.856009,3.521701
2.834719,3.497611
2.568037,3.225975
2.495677,3.132922
2.609773,3.206986
2.443267,3.083409
2.531017,3.260277
2.384017,3.010656
2.353021,2.984389
2.324524,2.954103
2.285218,2.916694
2.364019,3.203605
2.201701,2.816579
2.225025,2.845290
1.976828,2.490111
5.381814,9.414266
