# best iteration: (array([17]),)
95.805840,69.398125
3.409643,3.884493
2.270051,2.597105
1.146920,1.457876
1.097324,1.413482
1.134025,1.459962
1.073473,1.402679
1.226796,1.431489
1.068924,1.409773
1.130428,1.479050
1.065811,1.400708
1.064797,1.400061
1.063947,1.397048
1.063266,1.395907
1.062535,1.395719
1.061916,1.395069
1.061332,1.394830
1.060796,1.394584
1.205065,1.658427
1.061716,1.401668
1.058841,1.396482
1.058138,1.397693
1.057209,1.398491
1.056273,1.400560
1.055351,1.402051
1.166698,1.523713
1.132007,1.417149
1.052998,1.407180
1.064251,1.409794
1.053527,1.413173
1.056483,1.421434
1.254741,1.653519
1.050452,1.413179
1.049856,1.413013
1.049742,1.413866
