# best iteration: (array([38]),)
131.290558,71.838783
10.751452,12.394063
7.546052,8.496489
5.017235,5.596972
4.009816,4.370684
3.727190,4.096039
3.795305,3.830061
3.441424,3.744359
3.403089,3.701624
3.374517,3.653882
3.310678,3.589632
3.090592,3.336461
2.552198,2.711617
1.571590,1.567753
1.580865,1.539464
1.372719,1.343521
1.364972,1.343423
1.384466,1.486511
1.352885,1.337588
1.346920,1.332849
1.340425,1.327291
1.334265,1.317284
1.325093,1.309832
1.316500,1.297067
1.300033,1.291612
1.299514,1.317677
1.265192,1.247258
1.249584,1.227199
1.262839,1.223644
1.223142,1.192829
1.213222,1.183534
1.208319,1.179913
1.201703,1.177474
1.197255,1.170561
1.200236,1.200887
1.235676,1.203987
1.190885,1.153745
1.205511,1.221651
1.226040,1.134703
1.193373,1.174607
