# best iteration: (array([58]),)
120338.125000,4722.705078
29.935511,27.379450
29.302879,26.677664
27.927031,25.122557
27.123621,25.383204
23.509062,20.351410
22.476294,19.320913
22.106106,18.976351
44.530159,64.035843
21.651031,18.550440
21.235025,18.183975
27.158371,30.553421
73.653748,21.325603
41.029411,38.585693
13.237815,11.291117
11.427345,9.614981
9.591213,8.135374
3.676969,3.637652
3.150419,3.170102
2.982692,3.133032
2.770528,2.815093
2.715111,2.764738
2.666616,2.718932
2.623103,2.679033
2.586411,2.643724
2.562434,2.656983
2.490682,2.544527
2.442677,2.496578
5.683735,9.089931
2.293977,2.350176
1.637736,1.657164
2.267562,2.231066
1.222019,1.277803
1.187886,1.245635
1.193256,1.236840
1.160347,1.227028
1.154303,1.222974
1.251248,1.224710
1.145952,1.217748
1.141475,1.212826
1.136790,1.206695
1.134538,1.204207
1.130396,1.199059
1.140370,1.217350
1.125058,1.192604
1.133862,1.193301
1.121101,1.187732
1.118453,1.184666
1.130824,1.286034
1.114511,1.180442
1.113052,1.179100
1.112255,1.178018
1.112003,1.178655
15.301880,14.144061
1.108765,1.174491
1.123582,1.196429
1.142745,1.197060
1.105602,1.172003
1.104915,1.170459
1.604488,1.355481
