# best iteration: (array([8]),)
-0.367166,0.288883,0.352609,0.100000,0.600000
-0.599639,0.142460,0.142154,0.100000,0.600000
-0.570580,0.157519,0.157991,0.100000,0.600000
-0.305350,0.168531,0.166544,0.100000,0.600000
-0.212349,0.125524,0.124483,0.100000,0.600000
-0.547979,0.178342,0.179858,0.100000,0.600000
-0.439439,0.839135,0.841405,0.100000,0.600000
-0.221937,0.124093,0.126286,0.100000,0.600000
-0.588531,0.148890,0.147120,0.100000,0.600000
-0.221195,0.125673,0.126134,0.100000,0.600000
-0.412369,0.873380,0.814366,0.100000,0.600000
-0.386711,0.537130,0.538243,0.100000,0.600000
-0.354220,0.270066,0.277015,0.100000,0.600000
-0.489860,0.361554,0.368352,0.100000,0.600000
-0.536280,0.215416,0.197160,0.100000,0.600000
-0.292720,0.164884,0.155597,0.100000,0.600000
-0.513745,0.258592,0.251721,0.100000,0.600000
-0.535063,0.193634,0.199292,0.100000,0.600000
-0.586371,0.130829,0.148221,0.100000,0.600000
-0.582000,0.144423,0.150604,0.100000,0.600000
-0.287847,0.145100,0.152123,0.100000,0.600000
-0.327275,0.186728,0.196426,0.100000,0.600000
-0.541231,0.183361,0.189175,0.100000,0.600000
-0.235119,0.133571,0.129345,0.100000,0.600000
-0.353757,0.309132,0.274894,0.100000,0.600000
-0.347166,0.224887,0.248200,0.100000,0.600000
-0.321976,0.196392,0.187414,0.100000,0.600000
-0.412183,0.873030,0.812969,0.100000,0.600000
-0.395720,0.661203,0.644912,0.100000,0.600000
-0.456910,0.729747,0.688794,0.100000,0.600000
-0.482170,0.411344,0.426894,0.100000,0.600000
-0.592820,0.146307,0.145073,0.100000,0.600000
-0.229304,0.133884,0.127904,0.100000,0.600000
-0.551635,0.190241,0.175450,0.100000,0.600000
-0.289675,0.151566,0.153385,0.100000,0.600000
-0.542811,0.207170,0.186842,0.100000,0.600000
-0.562973,0.161573,0.164073,0.100000,0.600000
-0.410264,0.761521,0.797729,0.100000,0.600000
-0.333806,0.265032,0.209799,0.100000,0.600000
-0.276760,0.149609,0.145377,0.100000,0.600000
-0.286642,0.154571,0.151316,0.100000,0.600000
-0.439351,0.863804,0.841893,0.100000,0.600000
-0.280090,0.151568,0.147253,0.100000,0.600000
-0.405652,0.717293,0.755395,0.100000,0.600000
-0.257490,0.133760,0.136498,0.100000,0.600000
-0.502775,0.335632,0.294963,0.100000,0.600000
-0.529748,0.212520,0.209508,0.100000,0.600000
-0.308458,0.165176,0.169779,0.100000,0.600000
-0.488485,0.449817,0.377939,0.100000,0.600000
-0.204310,0.123755,0.123203,0.100000,0.600000
-0.564668,0.155658,0.162624,0.100000,0.600000
-0.374815,0.462501,0.414742,0.100000,0.600000
-0.444501,0.774324,0.807716,0.100000,0.600000
-0.457903,0.622223,0.677891,0.100000,0.600000
-0.484029,0.369130,0.411633,0.100000,0.600000
-0.349555,0.247558,0.257164,0.100000,0.600000
-0.425335,0.871873,0.872323,0.100000,0.600000
-0.538304,0.189963,0.193765,0.100000,0.600000
-0.549343,0.186993,0.178166,0.100000,0.600000
-0.347771,0.251584,0.250399,0.100000,0.600000
-0.554436,0.177666,0.172339,0.100000,0.600000
-0.591032,0.151483,0.145905,0.100000,0.600000
-0.235835,0.136273,0.129533,0.100000,0.600000
-0.212184,0.124618,0.124455,0.100000,0.600000
-0.520060,0.224401,0.232647,0.100000,0.600000
-0.320802,0.201067,0.185602,0.100000,0.600000
-0.225099,0.124901,0.126954,0.100000,0.600000
-0.261483,0.143596,0.138096,0.100000,0.600000
-0.453895,0.654805,0.721085,0.100000,0.600000
-0.516686,0.251511,0.242388,0.100000,0.600000
-0.206651,0.125456,0.123556,0.100000,0.600000
-0.567351,0.162218,0.160443,0.100000,0.600000
-0.560894,0.160056,0.165933,0.100000,0.600000
-0.343240,0.234350,0.235025,0.100000,0.600000
-0.242367,0.129058,0.131362,0.100000,0.600000
-0.381130,0.526868,0.476625,0.100000,0.600000
-0.222772,0.125783,0.126458,0.100000,0.600000
-0.257555,0.139086,0.136523,0.100000,0.600000
-0.263938,0.158521,0.139136,0.100000,0.600000
-0.393302,0.661707,0.616068,0.100000,0.600000
-0.392589,0.539196,0.607533,0.100000,0.600000
-0.321963,0.173533,0.187393,0.100000,0.600000
-0.244592,0.137914,0.132035,0.100000,0.600000
-0.568937,0.152592,0.159216,0.100000,0.600000
-0.483193,0.410808,0.418407,0.100000,0.600000
